Date,isMainSleep,logId,efficiency,startTime,duration,minutesToFallAsleep,minutesAsleep,minutesAwake,minutesAfterWakeup,awakeningsCount,awakeCount,awakeDuration,restlessCount,restlessDuration,timeInBed,minuteDataDateTime,minuteDataValue
10/10/2014,FALSE,248,54,3:14 AM,5433,63,279,548,80,0,71,18,111,47,285,12:51 PM,87
10/11/2014,FALSE,249,55,7:18 AM,1732,71,64,1105,83,0,113,112,61,68,827,7:46 AM,188
10/12/2014,FALSE,250,49,3:04 AM,5309,27,3,577,26,0,32,9,54,87,1018,1:49 PM,168
10/13/2014,FALSE,251,7,3:43 AM,2999,88,613,836,91,0,118,20,107,86,124,8:57 AM,920
10/14/2014,TRUE,252,18,11:19 PM,3107,37,893,1080,34,0,66,25,48,33,197,5:49 PM,183
10/15/2014,TRUE,253,86,4:49 AM,3544,85,241,1066,53,0,31,53,30,77,262,9:49 PM,493
10/16/2014,FALSE,254,23,1:18 PM,4272,65,660,176,41,0,87,44,43,24,180,10:48 AM,90
10/17/2014,TRUE,255,63,1:02 AM,4347,119,633,1079,66,0,2,102,83,73,630,9:16 PM,381
10/18/2014,FALSE,256,34,9:09 PM,7657,45,91,673,41,0,50,41,63,23,1095,11:49 PM,393
10/19/2014,FALSE,257,63,9:59 AM,681,114,247,320,111,0,71,70,85,79,650,9:55 PM,594
10/20/2014,FALSE,258,26,4:37 AM,5652,101,726,1033,95,0,40,110,99,112,1107,11:00 AM,447
10/21/2014,FALSE,259,62,3:55 AM,7875,16,661,503,55,0,118,2,19,79,773,9:23 AM,851
10/22/2014,TRUE,260,70,12:34 AM,1325,79,44,1060,73,0,33,66,32,116,350,12:28 AM,1069
10/23/2014,TRUE,261,63,10:34 PM,880,94,471,150,81,0,64,113,97,15,544,10:07 PM,937
10/24/2014,TRUE,262,26,9:15 AM,4139,95,754,1129,7,0,21,3,9,5,812,5:48 PM,988
10/25/2014,FALSE,263,22,1:26 AM,3227,118,502,606,77,0,5,101,97,17,771,12:35 PM,1121
10/26/2014,TRUE,264,67,1:02 AM,2628,99,833,355,37,0,68,12,95,17,905,10:19 PM,423
10/27/2014,FALSE,265,20,9:13 AM,3191,89,427,98,92,0,31,84,30,27,476,9:16 AM,184
10/28/2014,TRUE,266,12,4:34 PM,8783,41,287,1155,96,0,61,56,39,14,619,1:08 AM,1130
10/29/2014,FALSE,267,91,3:57 PM,4491,115,933,960,2,0,117,105,120,25,235,4:13 AM,660
10/30/2014,FALSE,268,27,9:22 AM,7923,67,562,659,53,0,3,35,54,98,879,6:01 PM,526
10/31/2014,FALSE,269,14,3:43 AM,1188,30,778,373,61,0,84,60,62,120,226,4:41 AM,137
11/1/2014,FALSE,270,44,8:03 PM,4211,53,561,317,13,0,110,10,19,63,734,2:05 AM,1062
11/2/2014,TRUE,271,48,8:54 AM,9635,29,658,1087,42,0,66,41,61,14,859,12:16 AM,735
11/3/2014,FALSE,272,85,2:29 AM,1145,31,1118,367,114,0,100,120,11,10,605,12:42 PM,562
11/4/2014,FALSE,273,46,4:25 PM,9586,80,354,32,59,0,21,32,57,97,978,8:16 AM,594
11/5/2014,TRUE,274,32,6:41 AM,4174,97,828,119,71,0,67,114,59,104,741,6:49 AM,590
11/6/2014,TRUE,275,67,5:27 AM,945,86,706,736,41,0,41,57,20,100,1109,12:17 AM,65
11/7/2014,FALSE,276,33,9:02 PM,2299,62,514,805,37,0,81,83,57,115,1183,5:08 AM,1067
11/8/2014,FALSE,277,37,5:56 AM,2660,81,307,178,18,0,36,36,43,93,351,1:37 AM,530
11/9/2014,FALSE,278,95,10:41 PM,5309,27,519,687,19,0,1,30,109,111,67,4:59 AM,806
11/10/2014,FALSE,279,46,12:07 AM,672,3,317,937,95,0,101,14,109,58,106,5:50 PM,848
11/11/2014,TRUE,280,23,5:32 AM,9627,50,616,706,78,0,20,43,14,31,752,12:14 PM,691
11/12/2014,TRUE,281,25,5:20 PM,7877,43,598,418,21,0,30,85,30,84,1058,11:55 PM,378
11/13/2014,FALSE,282,62,11:34 PM,4671,45,191,100,10,0,33,82,85,100,1060,6:33 AM,1060
11/14/2014,TRUE,283,14,6:51 PM,6592,10,1109,988,43,0,69,58,4,54,794,8:16 AM,532
11/15/2014,FALSE,284,45,8:46 AM,7252,22,1190,960,63,0,56,119,46,87,640,8:53 PM,595
11/16/2014,TRUE,285,56,7:07 AM,8520,26,915,976,102,0,4,109,81,50,929,4:20 PM,349
11/17/2014,FALSE,286,55,3:59 PM,3441,57,379,203,46,0,58,116,46,63,497,4:24 PM,809
11/18/2014,FALSE,287,61,5:02 AM,111,105,710,216,1,0,6,37,6,35,837,11:55 AM,357
11/19/2014,FALSE,288,51,5:25 AM,1828,62,872,294,115,0,62,8,26,12,214,12:15 AM,861
11/20/2014,FALSE,289,75,8:51 PM,1814,42,643,162,51,0,46,53,108,4,435,1:56 AM,459
11/21/2014,TRUE,290,90,4:34 PM,2364,23,33,844,70,0,6,37,75,67,769,11:54 AM,609
11/22/2014,FALSE,291,51,3:56 PM,3786,68,542,321,41,0,6,46,68,12,671,9:07 PM,1152
11/23/2014,FALSE,292,74,9:41 AM,5215,58,411,444,107,0,85,2,9,42,431,2:52 PM,511
11/24/2014,TRUE,293,38,1:09 AM,9166,96,242,999,0,0,62,22,71,87,434,7:41 PM,1094
11/25/2014,TRUE,294,90,1:42 AM,5249,26,581,385,75,0,5,3,18,78,545,7:36 PM,849
11/26/2014,TRUE,295,52,2:12 AM,5864,113,621,1037,17,0,67,55,106,98,1030,3:46 PM,117
11/27/2014,FALSE,296,40,4:37 PM,6928,14,238,832,85,0,50,73,54,79,923,4:49 PM,691
11/28/2014,FALSE,297,26,4:24 AM,278,74,766,214,78,0,42,93,112,0,480,12:50 AM,1080
11/29/2014,TRUE,298,42,4:30 AM,2758,95,45,324,72,0,89,63,86,115,426,1:41 AM,885
11/30/2014,FALSE,299,96,9:13 AM,4558,70,1031,664,44,0,76,36,61,53,135,8:33 AM,1162
12/1/2014,FALSE,300,89,1:46 PM,6621,50,486,877,81,0,12,100,99,3,120,4:41 AM,906
12/2/2014,TRUE,301,32,6:54 AM,7013,84,995,1049,80,0,40,3,80,52,906,8:41 AM,70
12/3/2014,FALSE,302,75,8:50 AM,3181,2,874,1054,20,0,71,118,98,25,748,6:48 AM,70
12/4/2014,FALSE,303,68,12:33 PM,9120,22,659,1127,43,0,63,63,94,100,252,8:23 PM,1177
12/5/2014,TRUE,304,63,8:55 PM,6039,53,419,1122,58,0,70,14,97,35,190,5:42 AM,295
12/6/2014,FALSE,305,29,6:02 AM,6023,25,944,372,118,0,31,60,92,106,71,5:12 AM,567
12/7/2014,TRUE,306,93,11:28 PM,8715,84,125,1053,23,0,50,99,89,17,3,8:24 AM,682
12/8/2014,FALSE,307,21,1:11 AM,3194,65,1070,452,87,0,119,58,92,11,535,2:47 AM,850
12/9/2014,FALSE,308,58,6:52 AM,1521,32,811,161,36,0,82,90,110,54,947,9:37 PM,546
12/10/2014,TRUE,309,61,8:14 PM,7071,21,664,329,94,0,92,23,9,117,256,8:14 AM,1070
12/11/2014,TRUE,310,28,8:12 PM,213,118,641,550,87,0,110,119,24,48,369,10:25 PM,332
12/12/2014,TRUE,311,9,3:03 PM,8812,116,590,122,23,0,106,84,29,10,970,2:28 AM,138
12/13/2014,TRUE,312,74,7:51 PM,2586,110,1024,272,65,0,48,113,103,56,677,12:24 PM,986
12/14/2014,TRUE,313,6,6:59 PM,657,27,709,453,98,0,65,29,22,95,51,4:26 PM,1114
12/15/2014,TRUE,314,34,5:37 PM,1224,31,12,76,45,0,117,106,76,44,405,2:46 PM,340
12/16/2014,TRUE,315,63,5:38 PM,4034,65,879,184,39,0,93,89,31,58,753,5:08 PM,253
12/17/2014,TRUE,316,34,11:11 PM,3159,29,105,808,83,0,110,14,99,94,963,8:09 AM,229
12/18/2014,FALSE,317,20,11:12 PM,9330,26,349,270,34,0,115,1,54,118,991,3:27 PM,225
12/19/2014,FALSE,318,70,12:07 PM,7437,66,458,105,44,0,108,74,95,61,1172,2:01 PM,189
12/20/2014,TRUE,319,24,12:23 PM,5726,79,1169,551,43,0,72,59,59,96,622,4:51 PM,284
12/21/2014,TRUE,320,94,5:07 AM,3396,6,605,1199,35,0,18,118,91,85,287,4:59 PM,365
12/22/2014,FALSE,321,99,1:51 AM,3423,71,774,28,79,0,62,59,84,23,648,8:30 AM,349
12/23/2014,FALSE,322,39,11:23 AM,6610,30,270,624,117,0,19,96,47,39,792,7:51 PM,412
12/24/2014,FALSE,323,4,7:41 AM,9382,79,1099,21,54,0,30,116,96,64,878,6:01 AM,637
12/25/2014,FALSE,324,3,8:26 PM,6600,47,695,901,72,0,68,98,115,111,22,7:06 AM,908
12/26/2014,TRUE,325,41,6:02 AM,1813,55,25,896,91,0,115,77,70,94,1168,3:45 PM,28
12/27/2014,FALSE,326,90,2:39 AM,6733,68,221,649,90,0,12,21,47,5,123,7:58 PM,1058
12/28/2014,TRUE,327,80,12:45 PM,7445,13,834,141,36,0,27,26,64,101,755,12:21 AM,989
12/29/2014,FALSE,328,87,11:07 AM,619,105,521,284,2,0,101,39,97,82,856,1:58 PM,256
12/30/2014,FALSE,329,67,5:06 PM,2614,52,200,418,0,0,56,84,89,116,533,3:13 PM,563
12/31/2014,FALSE,330,16,12:41 AM,1261,28,346,1097,110,0,6,68,28,53,1158,12:30 AM,474
1/1/2015,FALSE,331,49,4:41 AM,4352,7,249,923,48,0,91,45,76,45,1151,1:15 AM,743
1/2/2015,TRUE,332,98,12:34 AM,6935,8,1118,382,71,0,23,112,25,63,638,12:13 AM,762
1/3/2015,TRUE,333,17,9:24 PM,3695,120,22,149,41,0,41,41,22,49,509,5:32 AM,766
1/4/2015,FALSE,334,18,10:15 AM,1059,28,835,1069,53,0,4,93,47,75,685,4:43 AM,311
1/5/2015,TRUE,335,2,11:26 PM,7083,15,217,860,25,0,99,37,39,52,888,5:25 PM,557
1/6/2015,TRUE,336,32,7:58 AM,9689,66,915,619,102,0,107,104,75,17,743,12:13 PM,329
1/7/2015,TRUE,337,17,4:07 AM,4625,26,348,912,10,0,36,88,4,31,1077,7:23 AM,817
1/8/2015,TRUE,338,85,10:27 PM,7974,52,791,10,68,0,39,1,52,82,148,7:20 AM,921
1/9/2015,TRUE,339,80,6:44 AM,326,45,783,343,113,0,109,101,103,98,437,9:53 AM,901
1/10/2015,FALSE,340,86,11:31 AM,2492,107,246,840,17,0,40,34,17,40,1151,7:51 PM,469
1/11/2015,FALSE,341,87,7:23 PM,8195,6,434,78,13,0,17,18,8,15,219,7:04 PM,46
1/12/2015,FALSE,342,15,5:50 AM,1405,33,298,163,64,0,30,65,86,42,747,9:32 PM,902
1/13/2015,FALSE,343,58,6:53 AM,6777,28,502,519,109,0,76,39,104,62,292,4:08 PM,625
1/14/2015,FALSE,344,79,1:45 AM,2593,98,914,1084,81,0,100,65,17,39,292,7:41 AM,679
1/15/2015,FALSE,345,62,7:31 PM,6959,36,840,194,13,0,33,0,83,47,566,3:57 PM,104
1/16/2015,FALSE,346,26,8:05 AM,822,109,870,710,114,0,63,108,67,17,426,2:12 PM,961
1/17/2015,FALSE,347,74,11:02 AM,7510,64,850,1,31,0,3,114,96,116,1062,2:53 PM,1191
1/18/2015,FALSE,348,35,3:34 AM,1260,25,991,65,30,0,30,50,42,100,749,11:19 AM,497
1/19/2015,FALSE,349,65,7:05 AM,1162,95,871,358,59,0,113,80,108,46,726,5:05 AM,331
1/20/2015,TRUE,350,84,9:42 PM,5862,59,191,26,9,0,98,68,112,22,249,11:21 AM,886
1/21/2015,FALSE,351,14,1:09 PM,5525,45,850,1198,0,0,100,15,11,42,361,3:33 AM,999
1/22/2015,FALSE,352,82,4:59 PM,8701,106,1056,622,41,0,3,10,47,13,96,1:15 AM,242
1/23/2015,TRUE,353,72,9:27 PM,4675,28,1143,8,24,0,79,28,44,30,490,9:41 AM,603
1/24/2015,FALSE,354,56,2:11 PM,9981,46,736,284,52,0,75,17,112,30,986,6:50 PM,915
1/25/2015,FALSE,355,11,12:35 PM,9341,5,830,150,6,0,62,79,52,25,271,3:01 PM,531
1/26/2015,FALSE,356,31,10:00 PM,8021,15,398,627,35,0,34,30,71,81,704,1:52 AM,401
1/27/2015,FALSE,357,53,11:45 AM,4825,57,200,980,120,0,89,62,36,93,534,9:39 PM,1085
1/28/2015,FALSE,358,1,1:33 AM,6218,84,916,290,113,0,120,41,18,107,195,3:26 AM,302
1/29/2015,TRUE,359,58,8:04 AM,6446,76,841,1164,115,0,100,47,12,53,88,12:49 AM,883
1/30/2015,TRUE,360,7,4:28 AM,7210,101,168,1042,105,0,91,48,22,1,59,11:17 AM,247
1/31/2015,FALSE,361,81,5:44 AM,9470,93,851,322,59,0,119,97,92,2,519,8:56 PM,98
2/1/2015,FALSE,362,89,12:03 AM,4101,94,1128,989,70,0,38,93,89,49,1143,5:47 PM,1017
2/2/2015,TRUE,363,94,12:44 PM,5922,75,838,893,53,0,11,100,71,12,337,2:12 PM,530
2/3/2015,TRUE,364,4,5:37 AM,2965,18,1171,234,99,0,10,42,91,4,260,5:03 AM,454
2/4/2015,TRUE,365,91,2:44 PM,7853,33,432,135,41,0,107,34,120,31,23,10:11 AM,520
2/5/2015,TRUE,366,19,6:53 PM,5323,111,540,163,22,0,83,4,39,8,1197,11:49 PM,308
2/6/2015,TRUE,367,4,3:46 PM,6683,53,40,228,91,0,30,91,47,1,1121,10:46 PM,842
2/7/2015,FALSE,368,66,6:12 PM,1762,102,649,95,32,0,41,14,28,51,956,10:44 PM,110
2/8/2015,TRUE,369,12,6:47 PM,6308,74,515,505,32,0,110,119,89,112,623,6:25 PM,1096
2/9/2015,FALSE,370,68,4:41 PM,4632,119,773,314,32,0,78,52,82,75,650,4:39 PM,988
2/10/2015,TRUE,371,62,7:51 AM,8318,57,793,1059,104,0,26,81,40,88,37,2:53 AM,159
2/11/2015,FALSE,372,85,8:43 PM,2017,110,717,63,63,0,96,36,78,108,751,2:28 PM,579
2/12/2015,TRUE,373,15,9:13 PM,7691,64,616,230,101,0,90,117,38,33,394,12:22 AM,888
2/13/2015,TRUE,374,84,6:29 AM,9034,66,743,1140,95,0,7,90,3,48,436,6:01 AM,1158
2/14/2015,FALSE,375,67,7:29 PM,728,115,243,946,44,0,11,68,9,32,748,4:55 PM,765
2/15/2015,TRUE,376,23,10:30 PM,9152,11,625,475,72,0,97,0,49,88,976,9:42 AM,466
2/16/2015,FALSE,377,100,10:38 PM,2425,11,705,362,67,0,100,31,10,63,1154,3:39 PM,1155
2/17/2015,TRUE,378,69,9:07 AM,3948,6,659,1020,71,0,65,77,105,58,1119,10:45 AM,817
2/18/2015,TRUE,379,16,4:10 AM,9996,31,1120,59,103,0,34,5,61,12,266,9:51 PM,1050
2/19/2015,FALSE,380,59,4:01 AM,2331,61,180,923,18,0,35,120,106,13,11,2:40 PM,724
2/20/2015,TRUE,381,37,4:27 AM,978,31,552,744,34,0,74,7,92,56,268,9:28 AM,943
2/21/2015,TRUE,382,66,6:35 AM,2864,4,803,544,117,0,120,82,108,74,345,2:38 AM,944
2/22/2015,TRUE,383,1,7:19 AM,4016,41,89,222,34,0,53,119,35,34,793,8:02 AM,1005
2/23/2015,FALSE,384,87,10:13 AM,6966,87,1014,609,89,0,25,95,69,67,1022,5:29 PM,42
2/24/2015,FALSE,385,70,7:02 AM,2783,96,737,774,76,0,28,9,42,78,730,6:59 PM,998
2/25/2015,TRUE,386,47,2:22 AM,4441,46,726,158,99,0,21,64,36,50,852,12:34 AM,313
2/26/2015,TRUE,387,19,3:25 PM,550,21,1183,1070,41,0,105,112,50,66,918,7:53 PM,938
2/27/2015,TRUE,388,40,6:29 PM,7951,94,12,466,83,0,9,17,114,101,539,10:01 AM,935
2/28/2015,TRUE,389,43,3:00 PM,1888,78,1148,808,82,0,75,25,105,25,394,4:05 PM,656
3/1/2015,TRUE,390,10,12:56 PM,4759,99,1052,698,76,0,65,62,29,57,794,8:55 PM,118
3/2/2015,TRUE,391,61,5:22 AM,1778,114,588,440,111,0,96,19,76,102,334,11:15 AM,1175
3/3/2015,TRUE,392,4,6:44 AM,4696,39,7,999,16,0,88,117,11,79,150,10:13 PM,295
3/4/2015,FALSE,393,88,12:23 PM,7906,79,756,835,23,0,106,31,109,119,240,11:47 AM,134
3/5/2015,TRUE,394,80,10:44 PM,5672,80,1010,762,85,0,23,101,119,14,136,1:10 AM,1060
3/6/2015,TRUE,395,41,12:46 AM,3872,100,419,509,30,0,54,42,73,88,962,5:53 AM,275
3/7/2015,TRUE,396,36,9:05 PM,130,65,184,208,85,0,117,105,57,99,570,4:28 PM,552
3/8/2015,FALSE,397,71,6:45 PM,245,77,146,1161,96,0,55,43,45,56,1055,5:13 AM,260
3/9/2015,TRUE,398,43,10:05 PM,1304,7,82,597,50,0,78,78,51,64,998,5:38 AM,661
3/10/2015,FALSE,399,62,6:06 AM,9607,32,538,213,55,0,105,18,24,18,686,9:50 AM,791
3/11/2015,TRUE,400,88,5:22 AM,1010,120,455,20,91,0,78,47,112,13,1177,11:34 PM,666
3/12/2015,FALSE,401,47,3:25 PM,236,63,404,675,27,0,46,16,96,24,535,10:55 PM,581
3/13/2015,FALSE,402,10,7:48 PM,517,50,443,128,113,0,44,5,22,53,378,6:56 PM,972
3/14/2015,TRUE,403,1,10:09 PM,436,48,571,466,71,0,78,64,21,107,209,12:49 PM,560
3/15/2015,FALSE,404,24,2:58 PM,2133,50,225,276,106,0,102,59,71,104,975,11:04 AM,698
3/16/2015,TRUE,405,75,11:07 AM,94,86,662,515,45,0,63,107,55,116,508,6:21 AM,1195
3/17/2015,TRUE,406,11,11:42 PM,1233,35,83,4,115,0,100,28,106,11,1179,6:00 PM,646
3/18/2015,TRUE,407,69,1:20 PM,9898,9,223,237,55,0,63,54,75,49,45,2:52 PM,673
3/19/2015,TRUE,408,88,9:14 AM,9057,71,436,354,58,0,19,103,62,16,1012,8:00 AM,1160
3/20/2015,TRUE,409,37,6:54 AM,1846,90,424,765,45,0,5,46,87,3,416,5:42 AM,44
3/21/2015,TRUE,410,64,5:07 PM,3197,38,1123,936,50,0,70,63,78,68,533,9:55 AM,1185
3/22/2015,TRUE,411,18,1:26 AM,1779,106,549,1000,14,0,9,25,120,20,1030,9:40 PM,766
3/23/2015,FALSE,412,1,1:42 PM,3057,21,1148,429,65,0,49,87,89,105,1045,5:58 PM,867
3/24/2015,TRUE,413,89,6:54 AM,1907,90,1172,266,8,0,53,110,22,36,1084,10:58 AM,575
3/25/2015,TRUE,414,61,7:29 AM,8411,58,336,193,2,0,44,3,54,85,385,8:05 AM,891
3/26/2015,TRUE,415,90,4:22 AM,2653,16,543,388,49,0,33,24,32,9,1174,9:47 AM,130
3/27/2015,TRUE,416,44,9:55 AM,8719,53,1107,178,117,0,114,69,119,8,586,6:01 PM,570
3/28/2015,TRUE,417,89,12:53 AM,7505,92,900,345,109,0,47,39,20,75,154,5:31 AM,662
3/29/2015,TRUE,418,47,10:03 PM,6838,60,782,284,111,0,16,12,100,93,481,12:19 AM,141
3/30/2015,FALSE,419,100,3:26 PM,9142,65,554,31,12,0,103,118,108,120,835,11:18 AM,458
3/31/2015,FALSE,420,3,5:55 PM,7569,93,598,706,44,0,87,33,53,102,40,1:26 AM,919
4/1/2015,FALSE,421,33,6:22 PM,8780,69,315,123,61,0,93,104,78,46,1039,6:42 PM,970
4/2/2015,FALSE,422,60,6:49 PM,5531,94,162,362,29,0,51,36,99,119,810,11:15 AM,98
4/3/2015,TRUE,423,13,11:04 PM,9096,12,1064,1195,62,0,71,5,61,108,6,5:07 AM,847
4/4/2015,TRUE,424,4,6:13 AM,9014,83,974,882,77,0,106,76,108,71,534,5:15 AM,1100
4/5/2015,TRUE,425,73,7:54 AM,962,61,679,642,93,0,23,44,63,47,734,9:48 PM,540
4/6/2015,FALSE,426,72,7:45 PM,4234,49,303,1075,49,0,98,23,21,36,810,3:46 AM,1035
4/7/2015,FALSE,427,82,11:00 AM,7718,11,724,881,46,0,35,63,89,5,262,11:34 PM,1066
4/8/2015,FALSE,428,47,9:21 AM,6364,65,506,50,91,0,8,62,111,78,609,8:15 AM,359
4/9/2015,TRUE,429,34,3:42 AM,7018,54,1199,207,13,0,34,8,41,8,333,10:55 AM,189
4/10/2015,TRUE,430,43,12:47 PM,1113,55,772,505,54,0,56,113,1,88,988,8:57 AM,876
4/11/2015,FALSE,431,93,11:54 PM,9682,33,347,1089,69,0,103,50,49,41,215,8:40 PM,1163
4/12/2015,FALSE,432,13,3:58 PM,5208,110,539,64,91,0,88,40,87,65,554,11:22 PM,97
4/13/2015,TRUE,433,87,4:03 AM,8860,18,63,206,33,0,57,120,50,26,567,6:59 AM,967
4/14/2015,FALSE,434,83,4:23 PM,3335,30,1060,895,56,0,49,91,109,25,79,7:28 AM,1038
4/15/2015,TRUE,435,26,6:10 AM,7224,26,630,863,79,0,36,77,57,92,518,5:21 PM,262
4/16/2015,TRUE,436,61,7:51 AM,5851,91,786,1137,102,0,90,9,57,3,857,9:21 PM,169
4/17/2015,TRUE,437,99,6:45 AM,9602,80,581,508,120,0,39,71,45,27,93,4:57 PM,1156
4/18/2015,FALSE,438,69,8:03 AM,6299,33,1036,126,57,0,38,40,20,7,162,3:43 AM,378
4/19/2015,FALSE,439,73,4:30 PM,8090,37,551,434,0,0,111,74,41,32,761,7:15 PM,845
4/20/2015,TRUE,440,63,7:25 PM,3682,75,907,1023,74,0,55,100,12,29,1021,2:37 PM,553
4/21/2015,TRUE,441,13,4:23 AM,8460,120,1187,185,98,0,6,43,6,6,373,6:22 AM,312
4/22/2015,FALSE,442,31,8:36 AM,3995,116,509,1000,15,0,69,30,56,77,12,5:51 PM,27
4/23/2015,TRUE,443,32,1:01 AM,656,48,21,874,48,0,106,17,61,32,641,2:23 PM,156
4/24/2015,TRUE,444,1,7:33 AM,9302,51,1014,311,30,0,60,70,51,47,586,8:04 AM,806
4/25/2015,TRUE,445,35,7:13 AM,7610,114,1042,653,49,0,74,60,47,13,879,6:01 AM,737
4/26/2015,FALSE,446,65,2:22 AM,8677,25,295,896,50,0,51,33,60,35,887,3:01 AM,637
4/27/2015,TRUE,447,22,2:52 PM,2765,83,1052,251,104,0,12,75,32,101,1198,5:19 AM,397
4/28/2015,FALSE,448,19,1:23 AM,6300,47,134,115,89,0,96,19,94,66,1043,9:56 AM,963
4/29/2015,TRUE,449,37,10:42 PM,1227,68,1050,75,26,0,66,116,61,78,231,10:32 AM,472
4/30/2015,FALSE,450,5,3:36 PM,5748,29,329,114,29,0,29,5,0,119,860,1:56 PM,201
5/1/2015,TRUE,451,44,11:33 PM,3047,91,1028,1101,23,0,44,86,15,113,285,10:24 AM,707
5/2/2015,FALSE,452,14,1:45 AM,4650,114,145,1059,96,0,108,97,89,27,442,11:03 AM,912
5/3/2015,FALSE,453,31,9:11 AM,1430,82,193,616,2,0,53,29,91,59,788,9:23 PM,916
5/4/2015,FALSE,454,93,5:33 AM,9173,91,711,865,4,0,66,118,11,103,944,12:48 AM,686
5/5/2015,TRUE,455,4,11:34 AM,8478,59,970,962,73,0,105,107,29,2,329,6:17 AM,580
5/6/2015,FALSE,456,5,2:30 AM,1210,76,798,643,11,0,37,113,69,68,583,6:16 PM,326
5/7/2015,FALSE,457,51,4:54 PM,8947,92,19,607,83,0,113,45,59,34,1018,8:28 AM,235
5/8/2015,TRUE,458,71,11:34 AM,9827,99,219,341,43,0,99,108,88,44,149,9:01 AM,602
5/9/2015,TRUE,459,34,7:59 PM,8051,87,752,660,84,0,19,107,118,75,166,1:12 AM,531
5/10/2015,FALSE,460,59,5:42 AM,3674,120,942,998,62,0,75,57,33,110,421,12:45 AM,182
5/11/2015,TRUE,461,69,7:35 PM,1572,25,1083,205,36,0,59,44,53,60,84,2:06 PM,942
5/12/2015,FALSE,462,71,5:48 AM,7591,102,958,295,27,0,117,108,15,24,180,1:46 AM,834
5/13/2015,TRUE,463,70,2:48 AM,6832,106,152,120,34,0,38,93,55,0,1090,4:20 AM,883
5/14/2015,TRUE,464,15,11:36 PM,4988,58,783,765,104,0,46,24,55,82,610,6:29 PM,474
5/15/2015,TRUE,465,95,5:50 PM,4295,38,933,652,94,0,46,31,117,56,595,2:23 PM,180
5/16/2015,FALSE,466,47,3:56 PM,312,51,823,979,63,0,84,38,69,67,38,8:35 PM,1179
5/17/2015,TRUE,467,75,3:08 AM,1309,98,858,198,108,0,83,94,113,106,1184,8:10 PM,816
5/18/2015,FALSE,468,1,9:18 AM,5888,39,751,544,105,0,116,58,52,75,819,9:24 PM,763
5/19/2015,TRUE,469,55,7:50 PM,3171,6,542,1,103,0,50,21,71,33,366,11:26 AM,144
5/20/2015,TRUE,470,33,6:13 AM,393,72,20,53,40,0,103,74,94,70,1024,2:36 PM,340
5/21/2015,TRUE,471,49,5:15 AM,2461,37,220,990,28,0,53,24,88,96,9,8:45 AM,507
5/22/2015,FALSE,472,39,2:38 PM,2842,74,377,793,13,0,71,24,46,79,217,4:43 PM,817
5/23/2015,TRUE,473,16,2:52 AM,2166,34,897,625,79,0,89,32,28,51,1002,11:23 PM,499
5/24/2015,FALSE,474,20,6:19 PM,268,109,885,619,26,0,21,22,29,62,764,9:36 PM,578
5/25/2015,FALSE,475,26,5:41 PM,9390,49,21,991,72,0,33,19,110,87,289,9:21 PM,321
5/26/2015,FALSE,476,35,4:04 PM,5546,83,1014,352,65,0,10,70,44,117,566,2:42 PM,466
5/27/2015,TRUE,477,49,1:51 AM,9364,120,792,717,102,0,76,11,61,89,1077,9:08 PM,4
5/28/2015,FALSE,478,14,5:53 AM,472,117,261,610,86,0,75,83,13,17,111,10:52 PM,432
5/29/2015,FALSE,479,61,3:21 PM,6971,11,236,645,56,0,113,31,36,56,1111,12:28 PM,1151
5/30/2015,TRUE,480,72,5:16 AM,8307,63,750,981,88,0,8,87,49,64,160,5:06 PM,942
5/31/2015,FALSE,481,76,8:33 AM,1326,29,509,940,95,0,53,87,15,19,1107,3:44 AM,993
6/1/2015,TRUE,482,69,11:53 PM,7492,28,23,846,19,0,102,49,52,84,322,2:28 AM,82
6/2/2015,FALSE,483,92,4:37 PM,7242,103,512,1175,58,0,55,107,3,75,1142,10:27 PM,380
6/3/2015,TRUE,484,22,2:58 PM,7564,37,681,933,110,0,32,61,60,106,820,10:52 AM,657
6/4/2015,FALSE,485,48,7:28 AM,7543,98,582,759,94,0,9,34,82,12,148,3:00 PM,754
6/5/2015,TRUE,486,100,4:49 AM,5896,14,574,648,4,0,109,63,96,21,377,8:56 PM,207
6/6/2015,TRUE,487,38,6:32 PM,4795,113,31,157,60,0,12,84,34,102,59,12:59 PM,1140
6/7/2015,FALSE,488,97,9:38 AM,2583,107,12,267,35,0,58,100,10,12,519,4:55 AM,481
6/8/2015,FALSE,489,26,3:12 PM,3538,109,345,70,0,0,113,105,58,80,695,12:55 AM,1076
6/9/2015,TRUE,490,92,2:04 PM,1043,39,291,354,116,0,48,85,7,45,89,3:43 AM,200
6/10/2015,FALSE,491,15,3:01 PM,7176,11,472,950,43,0,73,105,10,70,561,8:39 AM,159
6/11/2015,FALSE,492,72,5:41 PM,188,66,989,878,26,0,20,1,80,101,941,4:04 PM,602
6/12/2015,TRUE,493,73,10:47 AM,5603,63,1012,484,91,0,44,89,29,40,106,10:03 AM,371
6/13/2015,FALSE,494,90,8:06 PM,4056,75,1025,1072,5,0,18,32,32,111,423,9:03 PM,112
6/14/2015,FALSE,495,9,10:03 AM,6516,101,891,32,17,0,64,58,110,79,471,10:10 AM,196
6/15/2015,FALSE,496,23,4:13 PM,1178,98,507,440,27,0,35,67,76,57,316,1:57 AM,4
6/16/2015,TRUE,497,79,6:55 PM,5617,23,664,420,26,0,13,79,83,99,818,4:07 AM,963
